chrBase	chr	base	strand	coverage	freqC	freqT
chr21.17906979	chr21	17906979	R	18	0.00	100.00
chr21.17906780	chr21	17906780	F	13	0.00	100.00
chr21.17907049	chr21	17907049	F	57	0.00	100.00
chr21.17907174	chr21	17907174	F	29	0.00	100.00
chr21.17906787	chr21	17906787	F	13	0.00	100.00
chr21.17906730	chr21	17906730	R	72	0.00	100.00
chr21.17907238	chr21	17907238	R	11	0.00	100.00
chr21.17906441	chr21	17906441	R	12	0.00	100.00
chr21.17906725	chr21	17906725	R	64	0.00	100.00
chr21.17906582	chr21	17906582	R	13	0.00	100.00
chr21.17907020	chr21	17907020	F	59	0.00	100.00
chr21.17906714	chr21	17906714	R	62	0.00	100.00
chr21.17907111	chr21	17907111	R	39	0.00	100.00
chr21.17907335	chr21	17907335	R	25	0.00	100.00
chr21.17907172	chr21	17907172	F	29	3.45	96.55
chr21.17907383	chr21	17907383	F	10	0.00	100.00
chr21.17906693	chr21	17906693	R	46	0.00	100.00
chr21.17907310	chr21	17907310	R	14	0.00	100.00
chr21.17907421	chr21	17907421	F	25	4.00	96.00
chr21.17906810	chr21	17906810	F	12	0.00	100.00
chr21.17907245	chr21	17907245	R	11	0.00	100.00
chr21.17907221	chr21	17907221	R	11	0.00	100.00
chr21.17906590	chr21	17906590	R	13	0.00	100.00
chr21.17906872	chr21	17906872	R	14	0.00	100.00
chr21.17906801	chr21	17906801	F	13	0.00	100.00
chr21.17907391	chr21	17907391	F	28	0.00	100.00
chr21.17906793	chr21	17906793	F	13	0.00	100.00
chr21.17906804	chr21	17906804	F	13	0.00	100.00
chr21.17907173	chr21	17907173	R	19	0.00	100.00
chr21.17907185	chr21	17907185	F	28	0.00	100.00
chr21.17907047	chr21	17907047	F	57	0.00	100.00
chr21.17907108	chr21	17907108	R	39	0.00	100.00
chr21.17906517	chr21	17906517	F	31	0.00	100.00
chr21.17906541	chr21	17906541	R	13	0.00	100.00
chr21.17907188	chr21	17907188	R	17	0.00	100.00
chr21.17906408	chr21	17906408	R	12	0.00	100.00
chr21.17907754	chr21	17907754	R	27	81.48	18.52
chr21.17907732	chr21	17907732	R	26	80.77	19.23
chr21.17931612	chr21	17931612	R	28	96.43	3.57
chr21.17931455	chr21	17931455	F	16	87.50	12.50
chr21.17931423	chr21	17931423	F	16	100.00	0.00
chr21.17962594	chr21	17962594	R	52	88.46	11.54
chr21.17962588	chr21	17962588	R	52	75.00	25.00
chr21.17962590	chr21	17962590	R	52	84.62	15.38
chr21.17971246	chr21	17971246	F	29	100.00	0.00
chr21.17971352	chr21	17971352	R	10	100.00	0.00
chr21.17971334	chr21	17971334	R	10	100.00	0.00
chr21.17971244	chr21	17971244	F	28	96.43	3.57
chr21.17971234	chr21	17971234	F	29	100.00	0.00
chr21.17983314	chr21	17983314	F	57	66.67	33.33
chr21.17985839	chr21	17985839	F	13	100.00	0.00
chr21.17985854	chr21	17985854	F	13	100.00	0.00
chr21.17987670	chr21	17987670	F	43	100.00	0.00
chr21.17987626	chr21	17987626	F	45	100.00	0.00
chr21.17988383	chr21	17988383	F	21	100.00	0.00
chr21.17988405	chr21	17988405	F	21	90.48	9.52
chr21.17988393	chr21	17988393	F	21	95.24	4.76
chr21.18012222	chr21	18012222	F	25	100.00	0.00
chr21.18012188	chr21	18012188	F	32	100.00	0.00
chr21.18013630	chr21	18013630	F	11	100.00	0.00
chr21.18014358	chr21	18014358	F	21	100.00	0.00
chr21.18014366	chr21	18014366	F	19	0.00	100.00
chr21.18014317	chr21	18014317	F	25	100.00	0.00
chr21.18014329	chr21	18014329	F	25	88.00	12.00
chr21.18014321	chr21	18014321	F	25	96.00	4.00
chr21.18039018	chr21	18039018	F	28	82.14	17.86
chr21.18039019	chr21	18039019	R	19	89.47	10.53
chr21.18038986	chr21	18038986	F	29	100.00	0.00
chr21.18038990	chr21	18038990	F	29	86.21	13.79
chr21.18038995	chr21	18038995	F	29	89.66	10.34
chr21.18039055	chr21	18039055	R	19	100.00	0.00
chr21.18039218	chr21	18039218	R	11	100.00	0.00
chr21.18052172	chr21	18052172	R	50	100.00	0.00
chr21.18052040	chr21	18052040	F	31	100.00	0.00
chr21.18052041	chr21	18052041	R	16	100.00	0.00
chr21.18051964	chr21	18051964	F	22	100.00	0.00
chr21.18052188	chr21	18052188	R	49	87.76	12.24
chr21.18052058	chr21	18052058	F	31	100.00	0.00
chr21.18052002	chr21	18052002	F	23	100.00	0.00
chr21.18052003	chr21	18052003	R	14	100.00	0.00
chr21.18052081	chr21	18052081	F	29	100.00	0.00
chr21.18052150	chr21	18052150	R	46	100.00	0.00
chr21.18052194	chr21	18052194	R	50	94.00	6.00
chr21.18113199	chr21	18113199	F	13	0.00	100.00
chr21.18113176	chr21	18113176	F	13	0.00	100.00
chr21.18113250	chr21	18113250	F	23	0.00	100.00
chr21.18113269	chr21	18113269	R	15	0.00	100.00
chr21.18113316	chr21	18113316	F	21	0.00	100.00
chr21.18113256	chr21	18113256	R	14	0.00	100.00
chr21.18113191	chr21	18113191	F	13	0.00	100.00
chr21.18113234	chr21	18113234	F	13	0.00	100.00
chr21.18113158	chr21	18113158	F	21	0.00	100.00
chr21.18113320	chr21	18113320	F	21	0.00	100.00
chr21.18113084	chr21	18113084	F	27	0.00	100.00
chr21.18113274	chr21	18113274	R	15	0.00	100.00
chr21.18113300	chr21	18113300	F	21	0.00	100.00
chr21.18113096	chr21	18113096	R	14	0.00	100.00
chr21.18113255	chr21	18113255	F	11	0.00	100.00
chr21.18113085	chr21	18113085	R	15	0.00	100.00
chr21.18113334	chr21	18113334	F	19	0.00	100.00
chr21.18113268	chr21	18113268	F	11	0.00	100.00
chr21.18113113	chr21	18113113	R	15	0.00	100.00
chr21.18113314	chr21	18113314	F	21	0.00	100.00
chr21.18113243	chr21	18113243	F	13	0.00	100.00
chr21.18113205	chr21	18113205	R	11	0.00	100.00
chr21.18113204	chr21	18113204	F	13	0.00	100.00
chr21.18113303	chr21	18113303	F	21	0.00	100.00
chr21.18113098	chr21	18113098	F	22	0.00	100.00
chr21.18113336	chr21	18113336	F	18	0.00	100.00
chr21.18113106	chr21	18113106	F	23	0.00	100.00
chr21.18113141	chr21	18113141	F	21	0.00	100.00
chr21.18113099	chr21	18113099	R	15	0.00	100.00
chr21.18113091	chr21	18113091	F	27	0.00	100.00
chr21.18113095	chr21	18113095	F	23	0.00	100.00
chr21.18113230	chr21	18113230	F	12	0.00	100.00
chr21.18113156	chr21	18113156	F	21	0.00	100.00
chr21.18113180	chr21	18113180	F	13	0.00	100.00
chr21.18113293	chr21	18113293	F	21	0.00	100.00
chr21.18113092	chr21	18113092	R	15	0.00	100.00
chr21.18113107	chr21	18113107	R	15	0.00	100.00
chr21.18113246	chr21	18113246	F	13	0.00	100.00
chr21.18113312	chr21	18113312	F	20	0.00	100.00
chr21.18113070	chr21	18113070	F	27	0.00	100.00
chr21.18113282	chr21	18113282	R	15	0.00	100.00
chr21.18113173	chr21	18113173	F	13	0.00	100.00
chr21.18113273	chr21	18113273	F	11	0.00	100.00
chr21.18113863	chr21	18113863	R	26	0.00	100.00
chr21.18113706	chr21	18113706	F	24	0.00	100.00
chr21.18113599	chr21	18113599	F	21	0.00	100.00
chr21.18113625	chr21	18113625	R	24	0.00	100.00
chr21.18113624	chr21	18113624	F	44	0.00	100.00
chr21.18113636	chr21	18113636	F	35	0.00	100.00
chr21.18113558	chr21	18113558	R	17	0.00	100.00
chr21.18113689	chr21	18113689	F	24	0.00	100.00
chr21.18113532	chr21	18113532	R	31	0.00	100.00
chr21.18113590	chr21	18113590	R	18	0.00	100.00
chr21.18113637	chr21	18113637	R	24	0.00	100.00
chr21.18113751	chr21	18113751	R	33	0.00	100.00
chr21.18113707	chr21	18113707	R	29	0.00	100.00
chr21.18113714	chr21	18113714	F	24	0.00	100.00
chr21.18113527	chr21	18113527	R	31	0.00	100.00
chr21.18113576	chr21	18113576	R	19	10.53	89.47
chr21.18113603	chr21	18113603	R	20	0.00	100.00
chr21.18113613	chr21	18113613	F	44	0.00	100.00
chr21.18113578	chr21	18113578	R	18	0.00	100.00
chr21.18113518	chr21	18113518	R	30	0.00	100.00
chr21.18113638	chr21	18113638	F	37	0.00	100.00
chr21.18113681	chr21	18113681	F	24	0.00	100.00
chr21.18113575	chr21	18113575	F	21	0.00	100.00
chr21.18113665	chr21	18113665	F	24	0.00	100.00
chr21.18113738	chr21	18113738	R	33	0.00	100.00
chr21.18113495	chr21	18113495	F	11	0.00	100.00
chr21.18113517	chr21	18113517	F	11	0.00	100.00
chr21.18113503	chr21	18113503	F	11	0.00	100.00
chr21.18113657	chr21	18113657	R	25	0.00	100.00
chr21.18113666	chr21	18113666	R	25	4.00	96.00
chr21.18113663	chr21	18113663	R	25	0.00	100.00
chr21.18113568	chr21	18113568	F	17	0.00	100.00
chr21.18113704	chr21	18113704	R	26	0.00	100.00
chr21.18113715	chr21	18113715	R	29	0.00	100.00
chr21.18113553	chr21	18113553	F	21	0.00	100.00
chr21.18113703	chr21	18113703	F	23	0.00	100.00
chr21.18113589	chr21	18113589	F	21	0.00	100.00
chr21.18113501	chr21	18113501	F	11	0.00	100.00
chr21.18113523	chr21	18113523	R	31	0.00	100.00
chr21.18113600	chr21	18113600	R	20	0.00	100.00
chr21.18113569	chr21	18113569	R	19	0.00	100.00
chr21.18113577	chr21	18113577	F	21	0.00	100.00
chr21.18113573	chr21	18113573	R	18	0.00	100.00
chr21.18113644	chr21	18113644	F	38	0.00	100.00
chr21.18113515	chr21	18113515	R	28	0.00	100.00
chr21.18113643	chr21	18113643	R	25	0.00	100.00
chr21.18113823	chr21	18113823	R	26	0.00	100.00
chr21.18113557	chr21	18113557	F	21	0.00	100.00
chr21.18113554	chr21	18113554	R	46	0.00	100.00
chr21.18113817	chr21	18113817	R	26	0.00	100.00
chr21.18113580	chr21	18113580	R	19	0.00	100.00
chr21.18113602	chr21	18113602	F	64	0.00	100.00
chr21.18113639	chr21	18113639	R	25	0.00	100.00
chr21.18113700	chr21	18113700	F	24	0.00	100.00
chr21.18113645	chr21	18113645	R	25	0.00	100.00
chr21.18113572	chr21	18113572	F	21	0.00	100.00
chr21.18113659	chr21	18113659	R	24	0.00	100.00
chr21.18113514	chr21	18113514	F	11	0.00	100.00
chr21.18113579	chr21	18113579	F	21	0.00	100.00
chr21.18113642	chr21	18113642	F	41	0.00	100.00
chr21.18113720	chr21	18113720	R	33	0.00	100.00
chr21.18113522	chr21	18113522	F	10	0.00	100.00
chr21.18127776	chr21	18127776	F	43	95.35	4.65
chr21.18174355	chr21	18174355	F	24	95.83	4.17
chr21.18178550	chr21	18178550	F	11	90.91	9.09
chr21.18178575	chr21	18178575	R	28	100.00	0.00
chr21.18178528	chr21	18178528	F	11	100.00	0.00
chr21.18178587	chr21	18178587	R	28	100.00	0.00
chr21.18178516	chr21	18178516	F	11	100.00	0.00
chr21.18178591	chr21	18178591	R	28	100.00	0.00
chr21.18178579	chr21	18178579	R	28	92.86	7.14
chr21.18178551	chr21	18178551	R	28	100.00	0.00
chr21.18201866	chr21	18201866	F	65	92.31	7.69
chr21.18201918	chr21	18201918	R	33	90.91	9.09
chr21.18201957	chr21	18201957	R	34	100.00	0.00
chr21.18201818	chr21	18201818	F	68	100.00	0.00
chr21.18287130	chr21	18287130	R	24	95.83	4.17
chr21.18286975	chr21	18286975	F	17	100.00	0.00
chr21.18287133	chr21	18287133	R	24	79.17	20.83
chr21.18287137	chr21	18287137	R	24	91.67	8.33
chr21.18287100	chr21	18287100	R	24	100.00	0.00
chr21.18292975	chr21	18292975	F	21	100.00	0.00
chr21.18293132	chr21	18293132	R	23	100.00	0.00
chr21.18292976	chr21	18292976	R	36	100.00	0.00
chr21.18365459	chr21	18365459	F	30	100.00	0.00
chr21.18465488	chr21	18465488	R	12	100.00	0.00
chr21.18465453	chr21	18465453	R	12	8.33	91.67
chr21.18465456	chr21	18465456	R	12	100.00	0.00
chr21.18465481	chr21	18465481	R	12	100.00	0.00
chr21.18465464	chr21	18465464	R	12	83.33	16.67
chr21.18465443	chr21	18465443	R	12	83.33	16.67
chr21.18491661	chr21	18491661	F	28	96.43	3.57
chr21.18491657	chr21	18491657	F	29	100.00	0.00
chr21.18491729	chr21	18491729	R	14	100.00	0.00
chr21.18496282	chr21	18496282	R	13	69.23	30.77
chr21.18496245	chr21	18496245	R	13	100.00	0.00
chr21.18496289	chr21	18496289	R	15	93.33	6.67
chr21.18496285	chr21	18496285	R	15	60.00	40.00
chr21.18498731	chr21	18498731	R	49	89.80	10.20
chr21.18512927	chr21	18512927	F	14	100.00	0.00
chr21.18513019	chr21	18513019	R	14	100.00	0.00
chr21.18539010	chr21	18539010	R	15	0.00	100.00
chr21.18539311	chr21	18539311	R	16	0.00	100.00
chr21.18538978	chr21	18538978	F	24	0.00	100.00
chr21.18539298	chr21	18539298	R	16	0.00	100.00
chr21.18539253	chr21	18539253	F	21	0.00	100.00
chr21.18539295	chr21	18539295	R	16	0.00	100.00
chr21.18539265	chr21	18539265	R	13	0.00	100.00
chr21.18539131	chr21	18539131	F	49	2.04	97.96
chr21.18539290	chr21	18539290	F	21	0.00	100.00
chr21.18539276	chr21	18539276	F	21	14.29	85.71
chr21.18539249	chr21	18539249	F	21	9.52	90.48
chr21.18539266	chr21	18539266	F	21	0.00	100.00
chr21.18539017	chr21	18539017	R	16	0.00	100.00
chr21.18539294	chr21	18539294	F	19	0.00	100.00
chr21.18539220	chr21	18539220	R	81	0.00	100.00
chr21.18539267	chr21	18539267	R	16	25.00	75.00
chr21.18538998	chr21	18538998	F	24	0.00	100.00
chr21.18539250	chr21	18539250	R	84	0.00	100.00
chr21.18539233	chr21	18539233	R	83	0.00	100.00
chr21.18538983	chr21	18538983	F	24	0.00	100.00
chr21.18538970	chr21	18538970	F	24	0.00	100.00
chr21.18539291	chr21	18539291	R	16	0.00	100.00
chr21.18539277	chr21	18539277	R	16	0.00	100.00
chr21.18539048	chr21	18539048	R	16	6.25	93.75
chr21.18539218	chr21	18539218	R	81	4.94	95.06
chr21.18539222	chr21	18539222	R	84	0.00	100.00
chr21.18539240	chr21	18539240	R	82	0.00	100.00
chr21.18539148	chr21	18539148	F	48	2.08	97.92
chr21.18539231	chr21	18539231	R	82	2.44	97.56
chr21.18539117	chr21	18539117	F	49	0.00	100.00
chr21.18539208	chr21	18539208	R	77	10.39	89.61
chr21.18539259	chr21	18539259	F	20	5.00	95.00
chr21.18539053	chr21	18539053	R	16	0.00	100.00
chr21.18539009	chr21	18539009	F	24	0.00	100.00
chr21.18539264	chr21	18539264	F	21	9.52	90.48
chr21.18539016	chr21	18539016	F	21	0.00	100.00
chr21.18539584	chr21	18539584	F	13	0.00	100.00
chr21.18539960	chr21	18539960	R	29	6.90	93.10
chr21.18539970	chr21	18539970	R	24	0.00	100.00
chr21.18539565	chr21	18539565	R	17	0.00	100.00
chr21.18539933	chr21	18539933	R	26	0.00	100.00
chr21.18539547	chr21	18539547	R	16	0.00	100.00
chr21.18539804	chr21	18539804	F	46	0.00	100.00
chr21.18539976	chr21	18539976	R	29	13.79	86.21
chr21.18539580	chr21	18539580	R	17	0.00	100.00
chr21.18539579	chr21	18539579	F	13	0.00	100.00
chr21.18539569	chr21	18539569	R	17	0.00	100.00
chr21.18539550	chr21	18539550	R	16	0.00	100.00
chr21.18539838	chr21	18539838	F	35	17.14	82.86
chr21.18539540	chr21	18539540	R	16	0.00	100.00
chr21.18539545	chr21	18539545	R	16	0.00	100.00
chr21.18550887	chr21	18550887	F	26	92.31	7.69
chr21.18551006	chr21	18551006	R	16	100.00	0.00
chr21.18566634	chr21	18566634	F	32	96.88	3.12
chr21.18566677	chr21	18566677	F	30	96.67	3.33
chr21.18566639	chr21	18566639	F	32	100.00	0.00
chr21.18566682	chr21	18566682	F	30	100.00	0.00
chr21.18571249	chr21	18571249	F	10	0.00	100.00
chr21.18571200	chr21	18571200	F	13	92.31	7.69
chr21.18571243	chr21	18571243	F	11	81.82	9.09
chr21.18572867	chr21	18572867	R	49	93.88	6.12
chr21.18572885	chr21	18572885	R	49	95.92	4.08
chr21.18572834	chr21	18572834	F	18	100.00	0.00
chr21.18572866	chr21	18572866	F	18	100.00	0.00
chr21.18574312	chr21	18574312	F	15	100.00	0.00
chr21.18576203	chr21	18576203	R	12	100.00	0.00
chr21.18576157	chr21	18576157	F	21	95.24	4.76
chr21.18576145	chr21	18576145	F	21	100.00	0.00
chr21.18576141	chr21	18576141	F	21	100.00	0.00
chr21.18576179	chr21	18576179	R	12	91.67	8.33
chr21.18576178	chr21	18576178	F	19	94.74	5.26
chr21.18576211	chr21	18576211	R	12	100.00	0.00
chr21.18578901	chr21	18578901	F	13	100.00	0.00
chr21.18578884	chr21	18578884	F	13	100.00	0.00
chr21.18582975	chr21	18582975	F	23	86.96	13.04
chr21.18582970	chr21	18582970	F	23	100.00	0.00
chr21.18615698	chr21	18615698	R	26	100.00	0.00
chr21.18713648	chr21	18713648	F	24	100.00	0.00
chr21.18713624	chr21	18713624	F	23	100.00	0.00
chr21.18713634	chr21	18713634	F	23	82.61	17.39
chr21.18737675	chr21	18737675	F	19	68.42	31.58
chr21.18737730	chr21	18737730	R	16	75.00	25.00
chr21.18737989	chr21	18737989	R	12	0.00	100.00
chr21.18737988	chr21	18737988	F	10	0.00	100.00
chr21.18738234	chr21	18738234	R	23	30.43	69.57
chr21.18763228	chr21	18763228	F	16	68.75	31.25
chr21.18957876	chr21	18957876	F	25	100.00	0.00
chr21.18958033	chr21	18958033	R	39	100.00	0.00
chr21.19049250	chr21	19049250	R	13	92.31	7.69
chr21.19053696	chr21	19053696	F	11	100.00	0.00
chr21.19053688	chr21	19053688	F	11	100.00	0.00
chr21.19059419	chr21	19059419	R	14	100.00	0.00
chr21.19095152	chr21	19095152	F	29	96.55	3.45
chr21.19095158	chr21	19095158	F	29	100.00	0.00
chr21.19095182	chr21	19095182	F	28	96.43	3.57
chr21.19122215	chr21	19122215	F	12	91.67	8.33
chr21.19122264	chr21	19122264	F	11	0.00	100.00
chr21.19280741	chr21	19280741	F	19	94.74	5.26
chr21.19282009	chr21	19282009	F	32	96.88	3.12
chr21.19282105	chr21	19282105	R	17	88.24	11.76
chr21.19315566	chr21	19315566	R	13	100.00	0.00
chr21.19315591	chr21	19315591	R	13	100.00	0.00
chr21.19329763	chr21	19329763	R	18	100.00	0.00
chr21.19390694	chr21	19390694	R	73	93.15	6.85
chr21.19390691	chr21	19390691	R	73	98.63	1.37
chr21.19477902	chr21	19477902	F	55	92.73	7.27
chr21.19477950	chr21	19477950	F	47	93.62	6.38
chr21.19528262	chr21	19528262	R	79	100.00	0.00
chr21.19528268	chr21	19528268	R	79	82.28	17.72
chr21.19528225	chr21	19528225	R	75	93.33	6.67
chr21.19530743	chr21	19530743	R	10	100.00	0.00
chr21.19530724	chr21	19530724	R	10	100.00	0.00
chr21.19539486	chr21	19539486	R	34	100.00	0.00
chr21.19539511	chr21	19539511	R	34	97.06	2.94
chr21.19539528	chr21	19539528	R	34	76.47	23.53
chr21.19579361	chr21	19579361	R	23	95.65	4.35
chr21.19579345	chr21	19579345	R	23	100.00	0.00
chr21.19579352	chr21	19579352	R	23	100.00	0.00
chr21.19579357	chr21	19579357	R	23	100.00	0.00
chr21.19579289	chr21	19579289	F	20	85.00	15.00
chr21.19599501	chr21	19599501	F	72	86.11	13.89
chr21.19599600	chr21	19599600	R	46	100.00	0.00
chr21.19599630	chr21	19599630	R	46	86.96	13.04
chr21.19626227	chr21	19626227	R	27	100.00	0.00
chr21.19626384	chr21	19626384	R	31	100.00	0.00
chr21.19647108	chr21	19647108	R	46	100.00	0.00
chr21.19647150	chr21	19647150	R	50	100.00	0.00
chr21.19711774	chr21	19711774	F	20	100.00	0.00
chr21.19711822	chr21	19711822	F	20	95.00	5.00
chr21.19724861	chr21	19724861	F	16	87.50	12.50
chr21.19724899	chr21	19724899	F	12	100.00	0.00
chr21.19724854	chr21	19724854	F	16	87.50	12.50
chr21.19724874	chr21	19724874	F	16	87.50	12.50
chr21.19739521	chr21	19739521	R	25	100.00	0.00
chr21.19739452	chr21	19739452	F	18	100.00	0.00
chr21.19788122	chr21	19788122	R	21	100.00	0.00
chr21.19788113	chr21	19788113	R	21	80.95	19.05
chr21.19788089	chr21	19788089	R	20	100.00	0.00
chr21.19788073	chr21	19788073	R	19	68.42	31.58
chr21.19788151	chr21	19788151	R	12	100.00	0.00
chr21.19788154	chr21	19788154	R	12	100.00	0.00
chr21.19788126	chr21	19788126	R	12	100.00	0.00
chr21.19788076	chr21	19788076	R	20	100.00	0.00
chr21.19788117	chr21	19788117	R	21	100.00	0.00
chr21.19788093	chr21	19788093	R	20	95.00	5.00
chr21.19829742	chr21	19829742	F	11	100.00	0.00
chr21.19855690	chr21	19855690	F	34	100.00	0.00
chr21.19855711	chr21	19855711	F	34	100.00	0.00
chr21.19855706	chr21	19855706	F	34	100.00	0.00
chr21.19886045	chr21	19886045	R	16	93.75	6.25
chr21.19886061	chr21	19886061	R	16	100.00	0.00
chr21.19885992	chr21	19885992	F	10	100.00	0.00
chr21.19935292	chr21	19935292	R	16	100.00	0.00
chr21.19943653	chr21	19943653	F	26	96.15	3.85
chr21.19943695	chr21	19943695	F	26	100.00	0.00
